"Date","Time","Latitude","Longitude","Depth","Mag","TypeMag","smaj","smin","az","rms","cPhase","Region"
"2008-12-09","05:46:20","1.18","126.89","38","4.4","MLv","6.66","0.62","213","1.052","6","Northern Molucca Sea   "
"2008-12-09","05:54:09","1.34","126.96","40","4.2","MLv","9.51","0.7","232","0.18","7","Northern Molucca Sea   "
"2008-12-09","06:05:00","1.16","97","53","4.1","MLv","5.49","2.1","244","0.856","9","Off West Coast of Northern Sumatra"
"2008-12-09","06:31:30","4.01","121.94","10","6.1","Mw(mB","26.59","10.15","138","3.055","36","Celebes Sea    "
"2008-12-09","06:40:12","-1.62","129.26","10","5.3","mb","24.68","9.91","202","1.169","9","Halmahera; Indonesia    "
"2008-12-09","09:19:28","1.23","126.83","37","4.1","MLv","4.64","0.7","214","0.678","9","Northern Molucca Sea   "
"2008-12-09","09:56:13","1.24","128","11","3.6","MLv","3.17","0.79","281","0.024","5","Halmahera; Indonesia    "
"2008-12-09","10:28:38","-0.39","122.66","57","2.9","MLv","1.63","0.66","117","0.856","7","Minahassa Peninsula; Sulawesi   "
"2008-12-09","12:41:13","1.54","127.12","45","3.8","MLv","5.05","0.8","255","1.242","9","Halmahera; Indonesia    "
"2008-12-09","12:51:56","1.24","127.99","10","3.7","MLv","3.15","0.78","281","0.592","5","Halmahera; Indonesia    "
"2008-12-09","13:00:07","-8.08","122.69","224","4.1","MLv","9.55","0.71","121","0.674","15","Flores Region; Indonesia   "
"2008-12-09","14:52:08","1.29","122.31","20","3","MLv","2.37","0.89","289","1.223","5","Minahassa Peninsula; Sulawesi   "
"2008-12-09","14:56:19","-8.62","128.62","30","4.2","MLv","9.86","4.86","146","1.774","8","Timor Sea    "
"2008-12-09","15:19:34","-8.24","131.16","10","4.9","mb","12.1","5.37","190","1.881","7","Tanimbar Islands Reg.; Indonesia  "
"2008-12-09","15:31:51","-2.82","139.46","51","5.7","Mw(mB","75.61","1.12","58","1.835","87","Near North Coast of Irian Jaya"
"2008-12-09","15:49:14","1.25","126.83","28","3.7","MLv","4.65","0.72","216","0.494","9","Northern Molucca Sea   "
"2008-12-09","16:07:01","-3.31","127.24","78","5","mb","28.93","1.02","86","2.179","37","Seram; Indonesia    "
"2008-12-09","16:48:42","0.76","127.62","5","4.5","MLv","13.96","0.25","167","0.849","17","Halmahera; Indonesia    "
"2008-12-09","18:10:46","0.86","122.49","10","3.3","MLv","1.91","0.57","226","0.647","7","Minahassa Peninsula; Sulawesi   "
"2008-12-09","18:15:20","-7.57","109.87","10","3.3","MLv","2.62","0.29","141","0.719","18","Java; Indonesia    "
"2008-12-09","18:23:49","-2.46","129.73","10","4","MLv","8.32","1.19","259","0.854","14","Seram; Indonesia    "
"2008-12-09","18:53:43","-7.84","127.78","10","5.4","mb","27.88","4.17","99","2.806","10","Banda Sea    "
"2008-12-09","20:18:33","-3.13","94.74","10","4.7","mb","17.17","6.13","259","1.956","7","Southwest of Sumatra; Indonesia  "
"2008-12-09","21:02:06","-9.24","107.67","59","4.6","MLv","7.5","1.68","164","1.175","19","South of Java; Indonesia  "
"2008-12-09","21:20:24","-9.32","107.69","30","3.9","MLv","3.63","1.76","168","0.77","9","South of Java; Indonesia  "
"2008-12-09","21:49:51","1.08","126.82","32","3.9","MLv","4.3","0.63","199","0.738","10","Northern Molucca Sea   "
"2008-12-10","02:46:04","-8.26","108.25","34","4.9","MLv","56.46","0.82","89","1.597","44","Java; Indonesia    "
"2008-12-10","03:41:59","2.24","121.55","30","4.2","MLv","6.52","1.79","150","1.944","9","Celebes Sea    "
"2008-12-10","10:48:00","1.55","127.16","57","4.3","MLv","5.09","0.8","267","0.4","5","Halmahera; Indonesia    "
"2008-12-10","10:51:39","-3.72","128.55","10","2.3","MLv","0.54","0.35","231","0.138","6","Seram; Indonesia    "
"2008-12-10","14:46:14","3.98","126.68","10","4.6","MLv","8.87","1.18","272","0.913","13","Talaud Islands; Indonesia   "
"2008-12-10","15:00:54","0.42","121.97","104","2.3","MLv","2.01","0.07","179","0.188","6","Minahassa Peninsula; Sulawesi   "
"2008-12-10","15:17:09","0.17","124.08","171","4.5","MLv","4.63","0.42","89","0.904","15","Minahassa Peninsula; Sulawesi   "
"2008-12-10","15:26:56","-9.12","107.68","29","3.8","MLv","4.27","1.56","246","0.914","11","South of Java; Indonesia  "
"2008-12-10","21:45:23","1.54","98.81","68","3.5","MLv","2.94","0.63","170","0.556","7","Northern Sumatra; Indonesia   "
"2008-12-10","22:57:11","0.71","121.59","90","4.8","mb","37.54","0.42","157","1.041","34","Minahassa Peninsula; Sulawesi   "
"2008-12-11","02:06:57","-7.9","129.91","10","4.6","MLv","5.54","4.52","303","1.361","7","Banda Sea    "
"2008-12-11","02:13:38","-4.23","129.03","10","2.7","MLv","2.17","0.89","304","1.541","5","Banda Sea    "
"2008-12-11","02:18:11","-7.81","106.94","10","3.1","MLv","1.72","0.89","240","0.355","6","Java; Indonesia    "
"2008-12-11","05:37:45","3.33","102.01","10","5.8","mb","20.44","1.51","126","1.156","7","Malay Peninsula    "
"2008-12-11","06:30:59","0.08","123.56","211","3.7","MLv","4.83","0.78","125","0.777","10","Minahassa Peninsula; Sulawesi   "
"2008-12-11","07:38:39","4.1","95.57","10","3.2","MLv","1.8","1.42","231","0.811","4","Northern Sumatra; Indonesia   "
"2008-12-11","10:51:58","-6.38","102.08","36","4.8","MLv","9.2","2.19","242","0.463","10","Southwest of Sumatra; Indonesia  "
"2008-12-11","13:57:04","-9.62","114","17","4.7","MLv","33.82","1.15","108","1.281","24","South of Bali; Indonesia  "
"2008-12-11","14:23:44","1.57","126.58","27","4.9","mb","49.12","1.12","123","2.773","37","Northern Molucca Sea   "
"2008-12-11","14:53:55","-5.75","105.22","10","3.1","MLv","2.65","0.38","150","1.321","9","Sunda Strait; Indonesia   "
"2008-12-11","14:56:10","-5.78","105.15","10","4.7","MLv","7.18","0.42","158","2.078","27","Sunda Strait; Indonesia   "
"2008-12-11","17:06:09","-3.72","100.55","29","5.4","Mw(mB","80.37","1.86","67","1.546","89","Southern Sumatra; Indonesia   "
"2008-12-11","20:55:04","-6.2","105.34","10","5","Mw(mB","53.07","0.8","153","2.855","66","Sunda Strait; Indonesia   "
"2008-12-11","20:57:24","-6.18","105.33","10","4.9","mb","89.81","0.57","45","2.468","39","Sunda Strait; Indonesia   "
"2008-12-11","21:20:46","-6.15","105.39","10","3.8","MLv","3.73","0.55","164","1.18","13","Sunda Strait; Indonesia   "
"2008-12-11","21:40:54","0.01","123.65","133","6","Mw(mB","100.85","0.65","25","1.729","115","Minahassa Peninsula; Sulawesi   "
"2008-12-11","21:49:41","5.53","115.11","650","5.1","mb","16.39","7.98","243","1.54","15","Borneo     "
"2008-12-11","21:54:04","1.42","112.11","10","5.5","mb","10.78","8.91","238","2.918","15","Borneo     "
"2008-12-11","21:55:12","0.75","124.55","232","4.2","MLv","19.17","0.6","114","1.486","7","Minahassa Peninsula; Sulawesi   "
"2008-12-11","21:59:40","1.31","97.97","15","3.8","MLv","4.77","1.46","206","0.588","7","Northern Sumatra; Indonesia   "
"2008-12-11","22:18:11","-6.16","105.33","3","3.1","MLv","1.68","0.58","199","0.111","6","Sunda Strait; Indonesia   "
"2008-12-11","22:20:28","-6.62","103.74","20","3.8","MLv","3.16","1.62","288","0.454","8","Southwest of Sumatra; Indonesia  "
"2008-12-11","22:25:16","-6.11","105.39","2","3.4","MLv","2.8","0.58","160","0.771","11","Sunda Strait; Indonesia   "
"2008-12-11","23:32:25","-6.21","105.37","9","3.4","MLv","2.08","0.51","171","0.648","8","Sunda Strait; Indonesia   "
"2008-12-12","01:30:12","-10.39","118.36","50","4.3","MLv","2.77","1.87","239","0.607","5","South of Sumbawa; Indonesia  "
"2008-12-12","07:14:42","-1.48","122.74","10","6","mb","58.23","2.96","168","1.918","10","Sulawesi; Indonesia    "
"2008-12-12","07:18:34","-5.82","105.14","5","3.3","MLv","1.02","0.46","200","0.233","6","Sunda Strait; Indonesia   "
"2008-12-12","07:57:03","-10.64","119.68","145","4.4","MLv","5.87","1.14","239","1.299","12","Sumba Region; Indonesia   "
"2008-12-12","08:10:09","-8.08","128.54","208","4.5","mb","18.45","5.38","151","1.472","12","Timor Sea    "
"2008-12-12","11:05:20","1.15","99.48","127","3.2","MLv","3.12","0.36","170","0.65","7","Northern Sumatra; Indonesia   "
"2008-12-12","12:03:21","2.95","121.56","127","4.8","mb","27.22","3.86","231","1.821","11","Celebes Sea    "
"2008-12-12","12:20:32","2.57","95.63","20","3.5","MLv","5.71","1.69","239","0.481","7","Off West Coast of Northern Sumatra"
"2008-12-12","13:46:29","-8.24","117.91","11","4.5","MLv","5.64","1.76","136","1.097","20","Sumbawa Region; Indonesia   "
"2008-12-12","15:47:40","-9.85","116.38","19","3.7","MLv","5.86","1.23","263","0.117","8","Sumbawa Region; Indonesia   "
"2008-12-12","17:03:45","-9.62","112.87","15","3.7","MLv","2.98","1.45","245","0.195","7","South of Java; Indonesia  "
"2008-12-12","21:12:02","-2.69","135.86","21","4.8","mb","21","1.51","79","1.378","26","Irian Jaya Region; Indonesia  "
"2008-12-13","09:47:28","1.36","122.29","10","3","MLv","2.43","0.95","293","0.741","6","Minahassa Peninsula; Sulawesi   "
"2008-12-13","09:51:42","0.65","98.6","7","3.9","MLv","3.24","0.99","201","0.893","10","Northern Sumatra; Indonesia   "
"2008-12-13","11:33:59","-3.57","140.52","30","3.7","MLv","2.4","1.06","242","0.322","6","Irian Jaya; Indonesia   "
"2008-12-13","11:43:47","-3.54","140.54","31","3.5","MLv","2.4","1.04","242","0.136","6","Irian Jaya; Indonesia   "
"2008-12-13","12:34:43","-7.98","107.26","24","3.4","MLv","2.06","0.7","258","0.662","9","Java; Indonesia    "
"2008-12-13","15:06:27","-3.18","129.15","4","3.3","MLv","3.12","0.27","148","0.891","8","Seram; Indonesia    "
"2008-12-13","15:24:14","-5.73","110.08","547","4.8","mb","26.74","1.36","30","0.792","57","Java Sea    "
"2008-12-13","15:51:09","-6.58","129.59","235","4.2","MLv","15.24","3.2","157","0.419","8","Banda Sea    "
"2008-12-13","16:57:55","-0.05","122.94","10","2.9","MLv","1.21","0.68","130","3.966","7","Minahassa Peninsula; Sulawesi   "
"2008-12-13","17:34:59","-8.89","113.02","10","3.5","MLv","1.27","0.74","288","0.151","4","Java; Indonesia    "
"2008-12-13","19:00:38","-2.93","129.84","48","5","Mw(mB","37.29","1.81","109","1.597","66","Seram; Indonesia    "
"2008-12-13","19:28:02","-2.96","129.78","24","3.4","MLv","3.24","0.93","156","0.263","6","Seram; Indonesia    "
"2008-12-13","20:05:22","0.17","124.98","10","3.6","MLv","6.07","1.07","244","1.49","8","Minahassa Peninsula; Sulawesi   "
"2008-12-13","21:58:53","3.18","98.28","10","3.4","MLv","3.16","0.42","147","0.925","7","Northern Sumatra; Indonesia   "
"2008-12-13","22:16:08","-5.48","104.98","10","3.1","MLv","1.31","0.29","178","1.322","6","Southern Sumatra; Indonesia   "
"2008-12-14","03:17:21","-6.22","103.39","25","4.4","MLv","4.25","1.37","243","0.794","10","Southwest of Sumatra; Indonesia  "
"2008-12-14","06:10:28","4.75","96.15","18","4.3","MLv","5.21","0.92","165","0.956","6","Northern Sumatra; Indonesia   "
"2008-12-14","11:29:37","-2.82","129.66","10","3.2","MLv","3.06","0.9","142","0.304","7","Seram; Indonesia    "
"2008-12-14","13:13:13","-4.92","103.06","30","3.3","MLv","1.68","0.57","244","0.404","7","Southern Sumatra; Indonesia   "
"2008-12-14","13:42:58","-3.58","139.53","10","3","MLv","1.79","0.77","180","0.624","6","Irian Jaya; Indonesia   "
"2008-12-14","13:50:51","-7.18","107.81","15","3.6","MLv","7.45","0.38","132","0.262","6","Java; Indonesia    "
"2008-12-14","14:07:36","-6.53","130.89","133","4.4","MLv","14.16","2.04","107","0.88","13","Banda Sea    "
"2008-12-14","16:25:11","-2.3","99.86","39","4.4","MLv","5.69","1.51","253","0.585","10","Southern Sumatra; Indonesia   "
"2008-12-14","19:32:29","2.28","126.95","60","4.9","mb","36.7","1.55","156","1.475","35","Northern Molucca Sea   "
"2008-12-15","03:42:15","-2.57","140.3","15","4.6","mb","23.1","0.41","152","1.533","13","Near North Coast of Irian Jaya"
"2008-12-15","04:58:34","-4.23","128.41","25","3.8","MLv","6.45","0.57","201","1.456","11","Banda Sea    "
"2008-12-15","10:00:47","-4.25","116.45","10","4.4","MLv","12.05","4.4","152","3.227","9","Java Sea    "
"2008-12-15","10:12:05","-6.1","105.34","10","4.7","MLv","9.05","0.47","130","1.506","30","Sunda Strait; Indonesia   "
"2008-12-15","10:29:27","-6.07","103.64","207","4.9","mb","43.65","3","212","0.368","7","Southwest of Sumatra; Indonesia  "
"2008-12-15","16:05:06","2.02","126.71","20","4.2","MLv","5.01","1.4","188","0.606","8","Northern Molucca Sea   "
"2008-12-15","20:45:01","2.66","126.24","24","4.2","MLv","4.82","1.24","184","0.359","9","Northern Molucca Sea   "
"2008-12-15","21:18:10","-3.06","100.73","46","5.2","Mw(mB","70.7","1.2","100","1.641","67","Southern Sumatra; Indonesia   "
"2008-12-15","22:10:13","-10.47","117.16","216","4.3","MLv","6.33","2.07","260","1.778","14","South of Sumbawa; Indonesia  "
"2008-12-15","22:40:37","0.39","99.03","11","2.8","MLv","2.29","0.68","236","0.422","5","Northern Sumatra; Indonesia   "
"2008-12-15","23:07:41","-8.25","116.08","128","3.5","MLv","2.61","0.39","187","0.476","11","Sumbawa Region; Indonesia   "
"2008-12-16","02:48:34","2.84","128.08","111","4.8","mb","18.3","2.18","216","0.674","20","Halmahera; Indonesia    "
"2008-12-16","06:02:10","-3.63","118.2","207","5.7","mb","15.76","6.39","148","1.23","7","Sulawesi; Indonesia    "
"2008-12-16","06:02:50","-6.16","131.57","103","4.4","MLv","18.81","1.27","86","1.842","11","Tanimbar Islands Reg.; Indonesia  "
"2008-12-16","08:16:52","1.09","122.05","10","3.8","MLv","2.24","0.62","284","1.28","6","Minahassa Peninsula; Sulawesi   "
"2008-12-16","09:06:48","-4.29","130.93","200","3.4","MLv","2.8","1.91","156","1.582","7","Banda Sea    "
"2008-12-16","09:45:34","-5","104.2","10","2.8","MLv","2.21","0.15","125","0.41","12","Southern Sumatra; Indonesia   "
"2008-12-16","10:30:13","-2.72","120.86","10","2.7","MLv","1.64","0.56","294","1.062","5","Sulawesi; Indonesia    "
"2008-12-16","11:04:44","0.36","122.08","162","3","MLv","1.55","0.19","124","0.147","7","Minahassa Peninsula; Sulawesi   "
"2008-12-16","13:07:03","1.66","122.51","11","4.4","MLv","5.58","1.13","190","1.528","13","Minahassa Peninsula; Sulawesi   "
"2008-12-16","17:01:12","-2.93","127.87","94","3.3","MLv","4.39","0.82","103","1.28","12","Ceram Sea    "
"2008-12-17","00:53:47","-7.45","120.05","573","4.4","mb","31.52","1.73","72","0.941","36","Flores Sea    "
"2008-12-17","02:57:15","-0.23","123.25","101","3.7","MLv","1.49","0.89","169","0.938","6","Minahassa Peninsula; Sulawesi   "
"2008-12-17","10:54:18","0","123.4","118","3.7","MLv","1.53","0.74","166","0.339","5","Minahassa Peninsula; Sulawesi   "
"2008-12-17","14:04:56","1.24","126.98","10","3.3","MLv","2.15","0.61","226","1.595","5","Northern Molucca Sea   "
"2008-12-17","14:17:51","-2.82","127.98","10","2.9","MLv","2.22","0.89","182","1.659","8","Ceram Sea    "
"2008-12-17","14:38:41","-3.59","126.23","140","3.6","MLv","4.29","1.96","171","1.004","7","Buru; Indonesia    "
"2008-12-17","14:53:18","-8.88","111.78","31","2.8","MLv","1.57","0.86","265","0.611","10","Java; Indonesia    "
"2008-12-17","15:00:54","-9.14","118.63","110","4.1","MLv","12.81","1.73","167","1.679","24","Sumbawa Region; Indonesia   "
"2008-12-17","16:06:54","-6.38","103.18","17","5.5","Mw(mB","77.28","1.61","76","1.227","90","Southwest of Sumatra; Indonesia  "
"2008-12-17","19:54:07","-1.79","100.53","7","3.8","MLv","3.52","0.88","203","0.535","8","Southern Sumatra; Indonesia   "
"2008-12-17","22:26:12","0.48","97.95","19","4.6","MLv","12.67","1.66","198","0.982","13","Northern Sumatra; Indonesia   "
"2008-12-17","23:14:09","-5.85","104.03","27","4.5","MLv","4.13","0.82","209","1.183","13","Southern Sumatra; Indonesia   "
"2008-12-18","03:03:31","1.4","122.21","10","5","mb","24.33","0.96","159","0.959","24","Minahassa Peninsula; Sulawesi   "
"2008-12-18","03:12:08","-2.82","119.8","10","3.1","MLv","2.5","0.22","300","0.447","6","Sulawesi; Indonesia    "
"2008-12-18","04:00:53","-7.75","105.51","19","3.4","MLv","2.71","1.15","190","0.62","6","Java; Indonesia    "
"2008-12-18","10:45:29","-9.14","113.75","28","3.2","MLv","3.42","0.77","259","0.369","10","South of Java; Indonesia  "
"2008-12-18","13:33:01","1.53","122.56","35","4.3","MLv","6.13","1","241","1.507","10","Minahassa Peninsula; Sulawesi   "
"2008-12-18","15:50:18","2.38","127.13","92","5.1","Mw(mB","36.73","1.61","128","1.641","79","Northern Molucca Sea   "
"2008-12-18","21:18:32","-7.92","110.49","10","5.8","mb","86.65","4.2","101","1.603","7","Java; Indonesia    "
"2008-12-18","21:51:53","-0.2","123.78","116","3.1","MLv","1.96","0.79","215","1.887","8","Minahassa Peninsula; Sulawesi   "
"2008-12-18","23:01:03","-2.19","118.47","20","3.5","MLv","4.45","1.59","292","0.855","5","Sulawesi; Indonesia    "
"2008-12-19","01:01:12","0.75","125.4","16","4.2","MLv","6.73","0.89","128","0.441","9","Northern Molucca Sea   "
"2008-12-19","01:27:18","-1.8","99.61","10","5.1","MLv","9.98","1.23","206","2.017","24","Southern Sumatra; Indonesia   "
"2008-12-19","01:34:38","-1.59","99.68","10","4.2","MLv","4.28","1.03","227","0.681","8","Southern Sumatra; Indonesia   "
"2008-12-19","04:04:01","3.11","128.52","30","5","mb","23.61","2.59","227","1.591","21","North of Halmahera; Indonesia  "
"2008-12-19","05:57:41","-1.38","121.17","15","3.7","MLv","3.18","1.64","164","0.374","8","Sulawesi; Indonesia    "
"2008-12-19","08:06:15","1.24","126.9","84","5.3","mb","35.76","0.66","134","1.785","40","Northern Molucca Sea   "
"2008-12-19","13:09:15","0.17","122.47","144","4.7","MLv","13.39","0.61","88","0.877","25","Minahassa Peninsula; Sulawesi   "
"2008-12-20","00:02:51","-4.57","102.19","28","4.7","mb","21.43","0.79","177","1.373","17","Southern Sumatra; Indonesia   "
"2008-12-20","09:26:13","-9.05","110.98","10","3.2","MLv","1.52","0.87","300","0.217","6","South of Java; Indonesia  "
"2008-12-20","09:32:56","-7.78","108.12","26","3.3","MLv","2.39","0.37","214","0.926","8","Java; Indonesia    "
"2008-12-20","11:10:34","0.83","126.72","35","4.4","mb","21.95","0.65","105","2.294","23","Northern Molucca Sea   "
"2008-12-20","11:48:09","1.02","127.71","29","3.9","MLv","6","0.43","170","1.679","13","Halmahera; Indonesia    "
"2008-12-20","13:11:45","1.01","126.72","12","4.3","MLv","8.52","0.69","134","0.538","13","Northern Molucca Sea   "
"2008-12-20","13:51:03","-2.48","139.32","121","3.6","MLv","1.65","0.79","142","0.962","5","Near North Coast of Irian Jaya"
"2008-12-20","16:13:25","-8.87","109.59","30","3.7","MLv","2.44","1.33","237","0.816","8","Java; Indonesia    "
"2008-12-20","17:23:21","-3.9","114.95","10","6","mb","13.59","4.92","152","3.116","7","Borneo     "
"2008-12-20","17:24:46","-5.31","124.78","650","4.5","mb","6.71","3.76","205","1.519","10","Banda Sea    "
"2008-12-20","17:44:46","-2.46","139.19","36","5.4","Mw(mB","44.87","0.68","137","1.845","46","Near North Coast of Irian Jaya"
"2008-12-20","20:44:41","-6.98","127","407","4.7","mb","28.43","3.48","53","1.128","22","Banda Sea    "
"2008-12-20","21:29:51","0.81","97.98","10","4.6","MLv","6.4","1.57","196","1.152","8","Northern Sumatra; Indonesia   "
"2008-12-20","21:32:36","4.14","127.37","10","4.4","MLv","6.9","1.89","282","1.067","6","Talaud Islands; Indonesia   "
"2008-12-21","04:46:02","-0.61","132.41","10","5.1","mb","13.38","2.3","181","1.094","16","Irian Jaya Region; Indonesia  "
"2008-12-21","05:16:13","-3.13","135.11","23","4.8","mb","17.54","2.16","84","1.527","17","Irian Jaya Region; Indonesia  "
"2008-12-21","08:24:44","-2.55","139.18","10","3.5","MLv","1.55","0.74","131","0.827","5","Near North Coast of Irian Jaya"
"2008-12-21","09:22:44","5.91","120.28","650","4.9","mb","18.38","1.92","233","2.278","25","Sulu Archipelago; Philippines   "
"2008-12-21","09:37:51","-2.03","125.64","116","4.4","MLv","6.17","1.89","122","1.69","15","Ceram Sea    "
"2008-12-21","13:15:36","-2","125.57","12","3.7","MLv","4.38","1.96","160","1.498","7","Ceram Sea    "
"2008-12-21","13:47:53","4.8","95.17","47","5.2","Mw(mB","61.85","0.7","120","1.814","70","Northern Sumatra; Indonesia   "
"2008-12-21","19:27:55","1.42","122.19","9","4.5","MLv","7.53","0.96","134","1.141","20","Minahassa Peninsula; Sulawesi   "
"2008-12-21","20:45:25","-8.05","120.52","12","4.3","MLv","5.37","1.62","84","0.629","9","Flores Region; Indonesia   "
"2008-12-21","20:49:54","1.34","122.14","11","4.2","MLv","4.94","0.88","264","2.612","8","Minahassa Peninsula; Sulawesi   "
"2008-12-21","20:58:33","1.81","127.26","83","3.8","MLv","5.48","1.04","260","0.391","7","Halmahera; Indonesia    "
"2008-12-22","02:23:00","-2.66","139.57","60","4.9","mb","26.67","1.09","135","1.577","26","Near North Coast of Irian Jaya"
"2008-12-22","05:45:37","-10.96","115.5","10","6","mb","25.99","2.42","273","1.769","7","South of Bali; Indonesia  "
"2008-12-22","06:36:28","-9.22","110.62","10","3.5","MLv","3.23","1.15","256","0.949","8","South of Java; Indonesia  "
"2008-12-22","09:35:41","-1.52","120.54","98","3.9","MLv","3.19","1.27","204","0.934","11","Sulawesi; Indonesia    "
"2008-12-22","10:48:53","1.14","121.51","8","3.4","MLv","5.36","0.79","266","1.187","7","Minahassa Peninsula; Sulawesi   "
"2008-12-22","10:53:35","-10.28","119.36","70","4.4","MLv","11.81","1.11","146","2.282","10","Sumba Region; Indonesia   "
"2008-12-22","14:29:51","-9","110.78","15","3","MLv","2.74","0.9","253","0.394","11","South of Java; Indonesia  "
"2008-12-22","15:43:05","0.87","125.9","27","3.6","MLv","3.98","1.21","106","1.692","13","Northern Molucca Sea   "
"2008-12-22","15:51:12","-7.85","110.55","10","2.4","MLv","1.25","0.07","157","0.902","9","Java; Indonesia    "
"2008-12-22","16:25:09","-6.74","121.13","475","3.9","MLv","8.93","1.72","172","1.456","14","Flores Sea    "
"2008-12-22","17:55:39","-7.94","110.44","10","2.5","MLv","3.01","0.09","169","1.06","12","Java; Indonesia    "
"2008-12-22","18:41:35","-1.51","126.82","10","3.6","MLv","4.36","2.34","152","2.085","7","Southern Molucca Sea   "
"2008-12-22","18:50:18","4.77","125.92","122","4.3","MLv","5.83","1.15","297","1.131","10","Talaud Islands; Indonesia   "
"2008-12-22","21:58:33","-0.09","123.08","138","2.7","MLv","1.27","0.72","204","0.098","6","Minahassa Peninsula; Sulawesi   "
"2008-12-23","03:36:38","-0.58","124.47","10","4.9","MLv","8.26","1.25","74","1.55","20","Southern Molucca Sea   "
"2008-12-23","05:49:40","-8.52","104.92","22","4.4","MLv","6.83","2.04","175","0.929","13","Southwest of Sumatra; Indonesia  "
"2008-12-23","06:28:34","-4.89","102.92","12","3.6","MLv","1.94","0.52","248","0.101","5","Southern Sumatra; Indonesia   "
"2008-12-23","07:04:00","-8.75","111.16","37","3","MLv","2.31","0.55","244","0.148","8","Java; Indonesia    "
"2008-12-23","08:47:14","-2.26","100.51","10","3.8","MLv","1.79","0.97","276","0.411","6","Southern Sumatra; Indonesia   "
"2008-12-23","09:15:38","-3.63","140.3","10","4.1","MLv","8.05","1.18","231","0.842","7","Irian Jaya; Indonesia   "
"2008-12-23","09:30:03","-0.65","123.32","10","3.7","MLv","1.69","0.67","249","0.5","6","Minahassa Peninsula; Sulawesi   "
"2008-12-23","13:28:42","-6.88","128.25","268","5.1","mb","18.88","3.17","44","1.877","26","Banda Sea    "
"2008-12-23","13:35:57","-3.01","122.63","8","3.4","MLv","3.64","0.94","175","0.674","12","Sulawesi; Indonesia    "
"2008-12-23","14:23:18","-0.66","99.28","10","3.9","MLv","2.02","1.14","270","0.52","6","Southern Sumatra; Indonesia   "
"2008-12-23","14:23:36","-7.8","120.34","10","3.9","MLv","3.85","1.86","167","1.384","7","Flores Sea    "
"2008-12-23","15:15:49","-2.87","101.68","53","4.3","MLv","3.73","0.8","188","1.532","11","Southern Sumatra; Indonesia   "
"2008-12-23","17:51:48","2.34","128.72","49","5.3","Mw(mB","36.16","2.06","145","1.545","84","Halmahera; Indonesia    "
"2008-12-23","21:39:43","2.27","96.04","26","4","MLv","5.49","1.5","235","0.808","10","Northern Sumatra; Indonesia   "
"2008-12-23","23:41:48","-3.07","119.56","5","2.5","MLv","2.3","0.26","213","1.013","9","Sulawesi; Indonesia    "
"2008-12-24","01:08:21","1.37","122.05","10","3.6","MLv","2.5","0.89","297","2.116","8","Minahassa Peninsula; Sulawesi   "
"2008-12-24","01:10:44","-7.16","129.44","137","4.1","mb","13.57","3.61","195","3.059","6","Banda Sea    "
"2008-12-24","01:34:51","-8.01","120.43","10","3.6","MLv","3.6","1.65","163","1.468","8","Flores Region; Indonesia   "
"2008-12-24","05:04:50","3.71","95.89","5","3.6","MLv","5","1.36","232","0.534","5","Off West Coast of Northern Sumatra"
"2008-12-24","06:14:13","-6.7","125.14","505","4.6","mb","7.81","3.7","255","0.549","12","Banda Sea    "
"2008-12-24","09:20:28","3.29","107.73","10","5.4","mb","13.93","8.62","240","2.207","7","South China Sea   "
"2008-12-24","13:17:59","-4.61","122.53","109","2.9","MLv","3.56","0.66","169","0","4","Sulawesi; Indonesia    "
"2008-12-24","13:28:26","2.6","127.12","10","3.9","MLv","5.59","1.83","191","1.517","8","Northern Molucca Sea   "
"2008-12-24","14:22:03","-8.69","128.63","10","4.8","mb","10.76","4.8","96","1.233","22","Timor Sea    "
"2008-12-24","15:15:56","-3.19","130.67","95","3.8","MLv","9.6","1.62","121","0.962","16","Seram; Indonesia    "
"2008-12-24","15:29:30","-2.88","130.75","59","3.5","MLv","3.94","1.51","147","0.647","7","Seram; Indonesia    "
"2008-12-24","17:29:49","-2.82","129.26","9","3.3","MLv","3","0.62","131","0.453","8","Seram; Indonesia    "
"2008-12-24","18:52:48","-9.75","108.74","10","3.7","MLv","3.6","2.36","199","1.023","8","South of Java; Indonesia  "
"2008-12-24","19:52:53","-9.19","110.46","16","3.4","MLv","3.08","1.22","252","0.955","12","South of Java; Indonesia  "
"2008-12-24","23:15:42","1.33","127.43","36","4","MLv","4.55","0.56","217","0.977","7","Halmahera; Indonesia    "
"2008-12-24","23:38:01","3.96","96.61","12","4.2","MLv","4.43","0.89","179","1.287","12","Northern Sumatra; Indonesia   "
"2008-12-25","00:16:59","3.99","129.56","273","5.1","mb","25.48","4.04","222","2.11","16","North of Halmahera; Indonesia  "
"2008-12-25","00:17:28","-8.71","120.11","392","5","mb","12.45","4.88","123","2.434","7","Flores Region; Indonesia   "
"2008-12-25","03:20:30","5.74","125.66","211","6.4","Mw(mB","97.35","1.32","69","1.322","118","Mindanao; Philippines    "
"2008-12-25","04:28:51","-3.97","128.78","30","3.3","MLv","3.63","0.64","220","1.233","7","Seram; Indonesia    "
"2008-12-25","06:02:16","0.28","126.16","10","3.8","MLv","3.63","1.3","124","1.616","5","Northern Molucca Sea   "
"2008-12-25","06:14:14","-3.53","138.65","51","4.8","mb","19.29","0.64","62","1.965","11","Irian Jaya; Indonesia   "
